trade_date,symbol,open,high,low,close,volume,amount,adj_factor,limit_up,limit_down,is_trading,is_st,listed_days,suspend_reason,next_trade_date,adj_close,return_1d,can_buy,can_sell
2024-02-12,000001.SZ,9.12,9.21,8.93,9.02,963800,8693476.0,1.0,10.15,8.31,1,0,29,,2024-02-13,9.02,-0.02275189599133265,False,True
2024-02-13,000001.SZ,8.92,9.01,8.73,8.82,966000,8520120.0,1.0,9.92,8.12,1,0,30,,2024-02-14,8.82,-0.022172949002217224,False,True
2024-02-14,000001.SZ,8.73,8.82,8.54,8.63,968200,8355566.0,1.0,9.7,7.94,1,0,31,,2024-02-15,8.63,-0.02154195011337867,False,True
2024-02-15,000001.SZ,8.55,8.64,8.38,8.46,970400,8209584.0,1.0,9.49,7.77,1,0,32,,2024-02-16,8.46,-0.01969872537659323,False,True
2024-02-16,000001.SZ,8.39,8.47,8.23,8.31,972600,8082306.0,1.0,9.31,7.61,1,0,33,,2024-02-19,8.31,-0.01773049645390079,False,True
2024-02-19,000001.SZ,8.25,8.33,8.1,8.18,974800,7973864.0,1.0,9.14,7.48,1,0,34,,2024-02-20,8.18,-0.01564380264741283,False,True
2024-02-20,000001.SZ,8.12,8.2,7.99,8.07,977000,7884390.0,1.0,9.0,7.36,1,0,35,,2024-02-21,8.07,-0.013447432762836109,False,True
2024-02-21,000001.SZ,8.02,8.1,7.9,7.98,979200,7814016.0,1.0,8.88,7.26,1,0,36,,2024-02-22,7.98,-0.01115241635687736,False,True
2024-02-22,000001.SZ,7.95,8.03,7.84,7.92,981400,7772688.0,1.0,8.78,7.18,1,0,37,,2024-02-23,7.92,-0.007518796992481258,False,True
2024-02-23,000001.SZ,7.9,7.98,7.81,7.89,983600,7760604.0,1.0,8.71,7.13,1,0,38,,2024-02-26,7.89,-0.0037878787878787845,False,True
2024-02-26,000001.SZ,7.88,7.96,7.8,7.88,985800,7768104.0,1.0,8.68,7.1,1,0,39,,2024-02-27,7.88,-0.0012674271229403677,False,True
2024-02-27,000001.SZ,7.88,7.97,7.8,7.89,988000,7795320.0,1.0,8.67,7.09,1,0,40,,2024-02-28,7.89,0.0012690355329949554,False,True
2024-02-28,000001.SZ,7.91,8.01,7.83,7.93,990200,7852286.0,1.0,8.68,7.1,1,0,41,,2024-02-29,7.93,0.005069708491761693,False,True
2024-02-29,000001.SZ,7.96,8.07,7.88,7.99,992400,7929276.0,1.0,8.72,7.14,1,0,42,,2024-03-01,7.99,0.007566204287515754,False,True
2024-03-01,000001.SZ,8.03,8.15,7.95,8.07,994600,8026422.0,1.0,8.79,7.19,1,0,43,,2024-03-04,8.07,0.01001251564455563,False,True
2024-03-04,000001.SZ,8.12,8.25,8.04,8.17,996800,8143856.0,1.0,8.88,7.26,1,0,44,,2024-03-05,8.17,0.012391573729863659,False,True
2024-03-05,000001.SZ,8.22,8.36,8.14,8.28,999000,8271720.0,1.0,8.99,7.35,1,0,45,,2024-03-06,8.28,0.01346389228886169,False,True
2024-03-06,000001.SZ,8.34,8.48,8.26,8.4,1001200,8410080.0,1.0,9.11,7.45,1,0,46,,2024-03-07,8.4,0.01449275362318847,False,True
2024-03-07,000001.SZ,8.46,8.62,8.38,8.53,1003400,8559002.0,1.0,9.24,7.56,1,0,47,,2024-03-08,8.53,0.015476190476190421,False,True
2024-03-08,000001.SZ,8.6,8.76,8.51,8.67,1005600,8718552.0,1.0,9.38,7.68,1,0,48,,2024-03-11,8.67,0.016412661195779776,False,True
2024-03-11,000001.SZ,8.74,8.9,8.65,8.81,1007800,8878718.0,1.0,9.54,7.8,1,0,49,,2024-03-12,8.81,0.016147635524798254,False,True
2024-03-12,000001.SZ,8.88,9.04,8.79,8.95,1010000,9039500.0,1.0,9.69,7.93,1,0,50,,2024-03-13,8.95,0.015891032917139558,False,True
2024-03-13,000001.SZ,9.02,9.17,8.93,9.08,1012200,9190776.0,1.0,9.85,8.06,1,0,51,,2024-03-14,9.08,0.01452513966480451,False,True
2024-03-14,000001.SZ,9.14,9.29,9.05,9.2,1014400,9332480.0,1.0,9.99,8.17,1,0,52,,2024-03-15,9.2,0.013215859030836885,False,True
2024-03-15,000001.SZ,9.25,9.39,9.16,9.3,1016600,9454380.0,1.0,10.12,8.28,1,0,53,,2024-03-18,9.3,0.010869565217391353,False,True
2024-03-18,000001.SZ,9.34,9.47,9.25,9.38,1018800,9556344.0,1.0,10.23,8.37,1,0,54,,2024-03-19,9.38,0.008602150537634357,False,True
2024-03-19,000001.SZ,9.41,9.53,9.32,9.44,1021000,9638240.0,1.0,10.32,8.44,1,0,55,,2024-03-20,9.44,0.006396588486140553,False,True
2024-03-20,000001.SZ,9.46,9.57,9.37,9.48,1023200,9699936.0,1.0,10.38,8.5,1,0,56,,2024-03-21,9.48,0.004237288135593209,False,True
2024-03-21,000001.SZ,9.49,9.6,9.4,9.5,1025400,9741300.0,1.0,10.43,8.53,1,0,57,,2024-03-22,9.5,0.002109704641350074,False,True
2024-03-22,000001.SZ,9.5,9.6,9.4,9.49,1027600,9751924.0,1.0,10.45,8.55,1,0,58,,2024-03-25,9.49,-0.001052631578947305,False,True
2024-03-25,000001.SZ,9.48,9.57,9.37,9.46,1029800,9741908.0,1.0,10.44,8.54,1,0,59,,2024-03-26,9.46,-0.0031612223393044925,False,True
2024-03-26,000001.SZ,9.44,9.53,9.32,9.41,1032000,9711120.0,1.0,10.41,8.51,1,0,60,,2024-03-27,9.41,-0.005285412262156508,True,True
2024-03-27,000001.SZ,9.38,9.47,9.25,9.34,1034200,9659428.0,1.0,10.35,8.47,1,0,61,,2024-03-28,9.34,-0.007438894792773709,True,True
2024-03-28,000001.SZ,9.3,9.39,9.17,9.26,1036400,9597064.0,1.0,10.27,8.41,1,0,62,,2024-03-29,9.26,-0.008565310492505307,True,True
2024-03-29,000001.SZ,9.21,9.3,9.07,9.16,1038600,9513576.0,1.0,10.19,8.33,1,0,63,,2024-04-01,9.16,-0.010799136069114423,True,True
2024-04-01,000001.SZ,9.11,9.2,8.97,9.06,1040800,9429648.0,1.0,10.08,8.24,1,0,64,,2024-04-02,9.06,-0.01091703056768556,True,True
2024-04-02,000001.SZ,9.0,9.09,8.86,8.95,1043000,9334850.0,1.0,9.97,8.15,1,0,65,,2024-04-03,8.95,-0.012141280353201056,True,True
2024-04-03,000001.SZ,8.9,8.99,8.75,8.84,1045200,9239568.0,1.0,9.85,8.06,1,0,66,,2024-04-04,8.84,-0.012290502793296021,True,True
2024-04-04,000001.SZ,8.79,8.88,8.65,8.74,1047400,9154276.0,1.0,9.72,7.96,1,0,67,,2024-04-05,8.74,-0.011312217194570096,True,True
2024-04-05,000001.SZ,8.7,8.79,8.56,8.65,1049600,9079040.0,1.0,9.61,7.87,1,0,68,,2024-04-08,8.65,-0.010297482837528626,True,True
2024-04-08,000001.SZ,8.61,8.7,8.48,8.57,1051800,9013926.0,1.0,9.52,7.78,1,0,69,,2024-04-09,8.57,-0.009248554913294793,True,True
2024-04-09,000001.SZ,8.54,8.63,8.41,8.5,1054000,8959000.0,1.0,9.43,7.71,1,0,70,,2024-04-10,8.5,-0.008168028004667427,True,True
2024-04-10,000001.SZ,8.48,8.56,8.37,8.45,1056200,8924890.0,1.0,9.35,7.65,1,0,71,,2024-04-11,8.45,-0.005882352941176561,True,True
2024-04-11,000001.SZ,8.43,8.51,8.34,8.42,1058400,8911728.0,1.0,9.3,7.6,1,0,72,,2024-04-12,8.42,-0.0035502958579880506,True,True
2024-04-12,000001.SZ,8.41,8.49,8.33,8.41,1060600,8919646.0,1.0,9.26,7.58,1,0,73,,2024-04-15,8.41,-0.001187648456057011,True,True
2024-04-15,000001.SZ,8.41,8.5,8.33,8.42,1062800,8948776.0,1.0,9.25,7.57,1,0,74,,2024-04-16,8.42,0.0011890606420927874,True,True
2024-04-16,000001.SZ,8.44,8.54,8.36,8.46,1065000,9009900.0,1.0,9.26,7.58,1,0,75,,2024-04-17,8.46,0.004750593824228044,True,True
2024-04-17,000001.SZ,8.49,8.61,8.41,8.52,1067200,9092544.0,1.0,9.31,7.61,1,0,76,,2024-04-18,8.52,0.007092198581560183,True,True
2024-04-18,000001.SZ,8.56,8.69,8.47,8.6,1069400,9196840.0,1.0,9.37,7.67,1,0,77,,2024-04-19,8.6,0.009389671361502261,True,True
2024-04-19,000001.SZ,8.65,8.79,8.56,8.7,1071600,9322920.0,1.0,9.46,7.74,1,0,78,,2024-04-22,8.7,0.011627906976744207,True,True
2024-04-22,000001.SZ,8.76,8.91,8.67,8.82,1073800,9470916.0,1.0,9.57,7.83,1,0,79,,2024-04-23,8.82,0.01379310344827589,True,True
2024-04-23,000001.SZ,8.89,9.05,8.8,8.96,1076000,9640960.0,1.0,9.7,7.94,1,0,80,,2024-04-24,8.96,0.01587301587301604,True,True
2024-04-24,000001.SZ,9.04,9.21,8.95,9.12,1078200,9833184.0,1.0,9.86,8.06,1,0,81,,2024-04-25,9.12,0.01785714285714257,True,True
2024-04-25,000001.SZ,9.2,9.38,9.11,9.29,1080400,10036916.0,1.0,10.03,8.21,1,0,82,,2024-04-26,9.29,0.018640350877193068,True,True
2024-04-26,000001.SZ,9.38,9.56,9.29,9.47,1082600,10252222.0,1.0,10.22,8.36,1,0,83,,2024-04-29,9.47,0.019375672766415608,True,True
2024-04-29,000001.SZ,9.56,9.75,9.46,9.65,1084800,10468320.0,1.0,10.42,8.52,1,0,84,,2024-04-30,9.65,0.019007391763463444,True,True
2024-04-30,000001.SZ,9.74,9.93,9.64,9.83,1087000,10685210.0,1.0,10.62,8.68,1,0,85,,2024-05-01,9.83,0.01865284974093262,True,True
2024-05-01,000001.SZ,9.92,10.11,9.82,10.01,1089200,10902892.0,1.0,10.81,8.85,1,0,86,,2024-05-02,10.01,0.01831129196337744,True,True
2024-05-02,000001.SZ,10.09,10.28,9.99,10.18,1091400,11110452.0,1.0,11.01,9.01,1,0,87,,2024-05-03,10.18,0.016983016983016963,True,True
2024-05-03,000001.SZ,10.26,10.43,10.16,10.33,1093600,11296888.0,1.0,11.2,9.16,1,0,88,,2024-05-06,10.33,0.014734774066797574,True,True
2024-05-06,000001.SZ,10.4,10.56,10.3,10.46,1095800,11462068.0,1.0,11.36,9.3,1,0,89,,2024-05-07,10.46,0.012584704743465736,True,True
2024-05-07,000001.SZ,10.52,10.68,10.41,10.57,1098000,11605860.0,1.0,11.51,9.41,1,0,90,,2024-05-08,10.57,0.010516252390057268,True,True
2024-05-08,000001.SZ,10.61,10.76,10.5,10.65,1100200,11717130.0,1.0,11.63,9.51,1,0,91,,2024-05-09,10.65,0.007568590350047311,True,True
2024-05-09,000001.SZ,10.67,10.8,10.56,10.69,1102400,11784656.0,1.0,11.72,9.59,1,0,92,,2024-05-10,10.69,0.00375586854460086,True,True
2024-05-10,000001.SZ,10.7,10.81,10.59,10.7,1104600,11819220.0,1.0,11.76,9.62,1,0,93,,2024-05-13,10.7,0.00093545369504211,True,True
2024-05-13,000001.SZ,10.68,10.79,10.56,10.67,1106800,11809556.0,1.0,11.77,9.63,1,0,94,,2024-05-14,10.67,-0.002803738317756932,True,True
2024-05-14,000001.SZ,10.64,10.75,10.5,10.61,1109000,11766490.0,1.0,11.74,9.6,1,0,95,,2024-05-15,10.61,-0.005623242736644829,True,True
2024-05-15,000001.SZ,10.56,10.67,10.4,10.51,1111200,11678712.0,1.0,11.67,9.55,1,0,96,,2024-05-16,10.51,-0.009425070688030113,True,True
2024-05-16,000001.SZ,10.44,10.54,10.28,10.38,1113400,11557092.0,1.0,11.56,9.46,1,0,97,,2024-05-17,10.38,-0.01236917221693612,True,True
2024-05-17,000001.SZ,10.3,10.4,10.12,10.22,1115600,11401432.0,1.0,11.42,9.34,1,0,98,,2024-05-20,10.22,-0.015414258188824692,True,True
2024-05-20,000001.SZ,10.13,10.23,9.94,10.04,1117800,11222712.0,1.0,11.24,9.2,1,0,99,,2024-05-21,10.04,-0.017612524461839696,True,True
2024-05-21,000001.SZ,9.94,10.04,9.74,9.84,1120000,11020800.0,1.0,11.04,9.04,1,0,100,,2024-05-22,9.84,-0.019920318725099584,True,True
2024-05-22,000001.SZ,9.74,9.84,9.53,9.63,1122200,10806786.0,1.0,10.82,8.86,1,0,101,,2024-05-23,9.63,-0.021341463414634054,True,True
2024-05-23,000001.SZ,9.52,9.62,9.32,9.41,1124400,10580604.0,1.0,10.59,8.67,1,0,102,,2024-05-24,9.41,-0.022845275181723856,True,True
2024-05-24,000001.SZ,9.3,9.39,9.1,9.19,1126600,10353454.0,1.0,10.35,8.47,1,0,103,,2024-05-27,9.19,-0.023379383634431483,True,True
2024-05-27,000001.SZ,9.08,9.17,8.88,8.97,1128800,10125336.0,1.0,10.11,8.27,1,0,104,,2024-05-28,8.97,-0.02393906420021752,True,True
2024-05-28,000001.SZ,8.86,8.95,8.67,8.76,1131000,9907560.0,1.0,9.87,8.07,1,0,105,,2024-05-29,8.76,-0.02341137123745829,True,True
2024-05-29,000001.SZ,8.66,8.75,8.48,8.57,1133200,9711524.0,1.0,9.64,7.88,1,0,106,,2024-05-30,8.57,-0.02168949771689488,True,True
2024-05-30,000001.SZ,8.48,8.56,8.31,8.39,1135400,9526006.0,1.0,9.43,7.71,1,0,107,,2024-05-31,8.39,-0.02100350058343059,True,True
2024-05-31,000001.SZ,8.31,8.39,8.15,8.23,1137600,9362448.0,1.0,9.23,7.55,1,0,108,,2024-06-03,8.23,-0.019070321811680557,True,True
2024-06-03,000001.SZ,8.16,8.24,8.02,8.1,1139800,9232380.0,1.0,9.05,7.41,1,0,109,,2024-06-04,8.1,-0.015795868772782606,True,True
2024-06-04,000001.SZ,8.04,8.12,7.91,7.99,1142000,9124580.0,1.0,8.91,7.29,1,0,110,,2024-06-05,7.99,-0.013580246913580174,True,True
2024-06-05,000001.SZ,7.95,8.03,7.83,7.91,1144200,9050622.0,1.0,8.79,7.19,1,0,111,,2024-06-06,7.91,-0.010012515644555742,True,True
2024-06-06,000001.SZ,7.88,7.96,7.77,7.85,1146400,8999240.0,1.0,8.7,7.12,1,0,112,,2024-06-07,7.85,-0.007585335018963413,True,True
2024-06-07,000001.SZ,7.84,7.92,7.74,7.82,1148600,8982052.0,1.0,8.64,7.06,1,0,113,,2024-06-10,7.82,-0.003821656050955302,True,True
2024-06-10,000001.SZ,7.82,7.9,7.74,7.82,1150800,8999256.0,1.0,8.6,7.04,1,0,114,,2024-06-11,7.82,0.0,True,True
2024-06-11,000001.SZ,7.83,7.92,7.75,7.84,1153000,9039520.0,1.0,8.6,7.04,1,0,115,,2024-06-12,7.84,0.002557544757033181,True,True
2024-06-12,000001.SZ,7.86,7.97,7.78,7.89,1155200,9114528.0,1.0,8.62,7.06,1,0,116,,2024-06-13,7.89,0.0063775510204080454,True,True
2024-06-13,000001.SZ,7.92,8.04,7.84,7.96,1157400,9212904.0,1.0,8.68,7.1,1,0,117,,2024-06-14,7.96,0.00887198986058313,True,True
2024-06-14,000001.SZ,8.01,8.13,7.93,8.05,1159600,9334780.0,1.0,8.76,7.16,1,0,118,,2024-06-17,8.05,0.011306532663316604,True,True
2024-06-17,000001.SZ,8.11,8.25,8.03,8.17,1161800,9491906.0,1.0,8.86,7.25,1,0,119,,,8.17,0.014906832298136496,True,True
2024-01-02,000002.SZ,9.8,10.01,9.7,9.91,945000,9364950.0,1.0,10.67,8.73,0,0,0,尚未上市,2024-01-03,9.91,,False,False
2024-01-03,000002.SZ,9.81,10.02,9.71,9.92,947200,9396224.0,1.0,10.67,8.73,0,0,0,尚未上市,2024-01-04,9.92,0.0010090817356205317,False,False
2024-01-04,000002.SZ,9.82,10.03,9.72,9.93,949400,9427542.0,1.0,10.67,8.73,0,0,0,尚未上市,2024-01-05,9.93,0.0010080645161290036,False,False
2024-01-05,000002.SZ,9.82,10.03,9.72,9.93,951600,9449388.0,1.0,10.67,8.73,0,0,0,尚未上市,2024-01-08,9.93,0.0,False,False
2024-01-08,000002.SZ,9.82,10.03,9.72,9.93,953800,9471234.0,1.0,10.67,8.73,0,0,0,尚未上市,2024-01-09,9.93,0.0,False,False
2024-01-09,000002.SZ,9.82,10.03,9.72,9.93,956000,9493080.0,1.0,10.67,8.73,0,0,0,尚未上市,2024-01-10,9.93,0.0,False,False
2024-01-10,000002.SZ,9.8,10.01,9.7,9.91,958200,9495762.0,1.0,10.67,8.73,0,0,0,尚未上市,2024-01-11,9.91,-0.002014098690835797,False,False
2024-01-11,000002.SZ,9.8,10.0,9.7,9.9,960400,9507960.0,1.0,10.67,8.73,0,0,0,尚未上市,2024-01-12,9.9,-0.0010090817356205317,False,False
2024-01-12,000002.SZ,9.78,9.97,9.68,9.87,962600,9500862.0,1.0,10.67,8.73,1,0,1,,2024-01-15,9.87,-0.003030303030303161,False,True
2024-01-15,000002.SZ,9.94,10.12,9.84,10.02,964800,9667296.0,1.0,10.86,8.88,1,0,2,,2024-01-16,10.02,0.015197568389057725,False,True
2024-01-16,000002.SZ,10.08,10.24,9.98,10.14,967000,9805380.0,1.0,11.02,9.02,1,0,3,,2024-01-17,10.14,0.011976047904191711,False,True
2024-01-17,000002.SZ,10.18,10.33,10.08,10.23,969200,9914916.0,1.0,11.15,9.13,1,0,4,,2024-01-18,10.23,0.008875739644970349,False,True
2024-01-18,000002.SZ,10.26,10.39,10.16,10.29,971400,9995706.0,1.0,11.25,9.21,1,0,5,,2024-01-19,10.29,0.00586510263929596,False,True
2024-01-19,000002.SZ,10.3,10.41,10.2,10.31,973600,10037816.0,1.0,11.32,9.26,1,0,6,,2024-01-22,10.31,0.0019436345966958868,False,True
2024-01-22,000002.SZ,10.3,10.4,10.2,10.3,975800,10050740.0,1.0,11.34,9.28,1,0,7,,2024-01-23,10.3,-0.0009699321047526022,False,True
2024-01-23,000002.SZ,10.28,10.38,10.15,10.25,978000,10024500.0,1.0,11.33,9.27,1,0,8,,2024-01-24,10.25,-0.004854368932038944,False,True
2024-01-24,000002.SZ,10.21,10.31,10.07,10.17,980200,9968634.0,1.0,11.28,9.22,1,0,9,,2024-01-25,10.17,-0.007804878048780495,False,True
2024-01-25,000002.SZ,10.12,10.22,9.96,10.06,982400,9882944.0,1.0,11.19,9.15,1,0,10,,2024-01-26,10.06,-0.010816125860373615,False,True
2024-01-26,000002.SZ,9.99,10.09,9.82,9.92,984600,9767232.0,1.0,11.07,9.05,1,0,11,,2024-01-29,9.92,-0.013916500994035852,False,True
2024-01-29,000002.SZ,9.84,9.94,9.66,9.76,986800,9631168.0,1.0,10.91,8.93,1,0,12,,2024-01-30,9.76,-0.016129032258064502,False,True
2024-01-30,000002.SZ,9.68,9.78,9.49,9.59,989000,9484510.0,1.0,10.74,8.78,1,0,13,,2024-01-31,9.59,-0.01741803278688525,False,True
2024-01-31,000002.SZ,9.5,9.6,9.32,9.41,991200,9327192.0,1.0,10.55,8.63,1,0,14,,2024-02-01,9.41,-0.018769551616266922,False,True
2024-02-01,000002.SZ,9.32,9.41,9.13,9.22,993400,9159148.0,1.0,10.35,8.47,1,0,15,,2024-02-02,9.22,-0.020191285866099862,False,True
2024-02-02,000002.SZ,9.12,9.21,8.94,9.03,995600,8990268.0,1.0,10.14,8.3,1,0,16,,2024-02-05,9.03,-0.020607375271149864,False,True
2024-02-05,000002.SZ,8.94,9.03,8.76,8.85,997800,8830530.0,1.0,9.93,8.13,1,0,17,,2024-02-06,8.85,-0.019933554817275767,False,True
2024-02-06,000002.SZ,8.76,8.85,8.59,8.68,1000000,8680000.0,1.0,9.74,7.96,1,0,18,,2024-02-07,8.68,-0.019209039548022555,False,True
2024-02-07,000002.SZ,8.6,8.69,8.43,8.52,1002200,8538744.0,1.0,9.55,7.81,1,0,19,,2024-02-08,8.52,-0.018433179723502335,False,True
2024-02-08,000002.SZ,8.45,8.53,8.3,8.38,1004400,8416872.0,1.0,9.37,7.67,1,0,20,,2024-02-09,8.38,-0.016431924882629012,False,True
2024-02-09,000002.SZ,8.32,8.4,8.18,8.26,1006600,8314516.0,1.0,9.22,7.54,1,0,21,,2024-02-12,8.26,-0.014319809069212486,False,True
2024-02-12,000002.SZ,8.21,8.29,8.08,8.16,1008800,8231808.0,1.0,9.09,7.43,1,0,22,,2024-02-13,8.16,-0.012106537530266248,False,True
2024-02-13,000002.SZ,8.12,8.2,8.0,8.08,1011000,8168880.0,1.0,8.98,7.34,1,0,23,,2024-02-14,8.08,-0.009803921568627416,False,True
2024-02-14,000002.SZ,8.05,8.13,7.94,8.02,1013200,8125864.0,1.0,8.89,7.27,1,0,24,,2024-02-15,8.02,-0.007425742574257432,False,True
2024-02-15,000002.SZ,8.0,8.08,7.9,7.98,1015400,8102892.0,1.0,8.82,7.22,1,0,25,,2024-02-16,7.98,-0.004987531172069737,False,True
2024-02-16,000002.SZ,7.98,8.06,7.89,7.97,1017600,8110272.0,1.0,8.78,7.18,1,0,26,,2024-02-19,7.97,-0.0012531328320802837,False,True
2024-02-19,000002.SZ,7.98,8.06,7.9,7.98,1019800,8138004.0,1.0,8.77,7.17,1,0,27,,2024-02-20,7.98,0.0012547051442912682,False,True
2024-02-20,000002.SZ,8.0,8.09,7.92,8.01,1022000,8186220.0,1.0,8.78,7.18,1,0,28,,2024-02-21,8.01,0.003759398496240518,False,True
2024-02-21,000002.SZ,8.04,8.14,7.96,8.06,1024200,8255052.0,1.0,8.81,7.21,1,0,29,,2024-02-22,8.06,0.006242197253433224,False,True
2024-02-22,000002.SZ,8.1,8.21,8.02,8.13,1026400,8344632.0,1.0,8.87,7.25,1,0,30,,2024-02-23,8.13,0.008684863523573227,False,True
2024-02-23,000002.SZ,8.17,8.29,8.09,8.21,1028600,8444806.0,1.0,8.94,7.32,1,0,31,,2024-02-26,8.21,0.009840098400984099,False,True
2024-02-26,000002.SZ,8.26,8.39,8.18,8.31,1030800,8565948.0,1.0,9.03,7.39,1,0,32,,2024-02-27,8.31,0.012180267965895109,False,True
2024-02-27,000002.SZ,8.36,8.5,8.28,8.42,1033000,8697860.0,1.0,9.14,7.48,1,0,33,,2024-02-28,8.42,0.013237063778579916,False,True
2024-02-28,000002.SZ,8.48,8.62,8.4,8.53,1035200,8830256.0,1.0,9.26,7.58,1,0,34,,2024-02-29,8.53,0.013064133016627011,False,True
2024-02-29,000002.SZ,8.59,8.74,8.5,8.65,1037400,8973510.0,1.0,9.38,7.68,1,0,35,,2024-03-01,8.65,0.01406799531066838,False,True
2024-03-01,000002.SZ,8.7,8.85,8.61,8.76,1039600,9106896.0,1.0,9.52,7.78,1,0,36,,2024-03-04,8.76,0.012716763005780285,False,True
2024-03-04,000002.SZ,8.82,8.96,8.73,8.87,1041800,9240766.0,1.0,9.64,7.88,1,0,37,,2024-03-05,8.87,0.01255707762557079,False,True
2024-03-05,000002.SZ,8.92,9.06,8.83,8.97,1044000,9364680.0,1.0,9.76,7.98,1,0,38,,2024-03-06,8.97,0.011273957158963066,False,True
